"ID","start","end","Intro_camp_label","pop_groups","X_Final_04_longitude","X_Final_04_latitude","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","number_of_hhmembers","lat","lon","interviewdate","id","living_conditions_score","living_conditions_category"
423,"2023-07-24","2023-07-24","Doro","refugee",33.76988,10.012645,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,1,0,0,1803,6,10.012645,33.76988,"2023-07-24",423,2,"Good"
424,"2023-05-30","2023-05-30","Yusuf Batil","host community member",33.5015352,9.9473839,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,5,3,9.9473839,33.5015352,"2023-05-30",424,2,"Good"
425,"2023-05-15","2023-05-15","Ajuong Thok","refugee",30.2760429,9.9597128,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No appliances in the household","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,0,0,1,0,1058,7,9.9597128,30.2760429,"2023-05-15",425,2,"Good"
426,"2023-05-20","2023-05-20","Yida","refugee",30.0954443,10.1064018,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,2798,8,10.1064018,30.0954443,"2023-05-20",426,2,"Good"
427,"2023-06-16","2023-06-16","Yida","host community member",29.9830498,9.9177919,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,150,11,9.9177919,29.9830498,"2023-06-16",427,2,"Good"
428,"2023-09-07","2023-09-07","Pamir","refugee",30.3469866,9.901815,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,5,6,9.901815,30.3469866,"2023-09-07",428,3,"Good"
429,"2023-07-05","2023-07-05","Yusuf Batil","refugee",33.5725489,9.9690619,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Traditional solid fuel stove (non-manufactured)","Charcoal unprocessed","Unrelated Person","No",1,0,0,0,0,0,0,59885,5,9.9690619,33.5725489,"2023-07-05",429,1,"Poor"
430,"2023-05-06","2023-05-06","Doro","refugee",33.7701687,9.9916161,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59887,7,9.9916161,33.7701687,"2023-05-06",430,2,"Good"
431,"2023-07-28","2023-07-28","Pamir","refugee",30.3588962,9.908038,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,1,1,0,0,300,5,9.908038,30.3588962,"2023-07-28",431,2,"Good"
432,"2023-04-18","2023-04-18","Doro","host community member",33.7348036,9.9755178,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","No facility/bush/field","No","0","0","Respondent or another HH member","Yes",1,1,0,0,0,0,0,0,7,9.9755178,33.7348036,"2023-04-18",432,2,"Good"
433,"2023-06-20","2023-06-20","Ajuong Thok","host community member",30.2710352,9.8740726,"Unprotected Spring","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",0,0,0,0,0,1,0,180,9,9.8740726,30.2710352,"2023-06-20",433,1,"Poor"
434,"2023-05-24","2023-05-24","Yida","host community member",29.9523413,10.0095197,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,150,10,10.0095197,29.9523413,"2023-05-24",434,1,"Poor"
435,"2023-08-28","2023-08-28","EZO","refugee",27.4784457,5.081019,"Unprotected Dug Well","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,1,0,0,80,6,5.081019,27.4784457,"2023-08-28",435,1,"Poor"
436,"2023-06-08","2023-06-08","Yida","refugee",30.0658916,10.1079173,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,1801,14,10.1079173,30.0658916,"2023-06-08",436,2,"Good"
437,"2023-11-13","2023-11-13","GOROM","refugee",31.4443989,4.7578834,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,1,0,0,1,0,0,1,5,4.7578834,31.4443989,"2023-11-13",437,3,"Good"
438,"2023-07-21","2023-07-21","Pamir","refugee",30.3512921,9.9029719,"Piped To Neighbor","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,1,0,0,0,1,0,5,7,9.9029719,30.3512921,"2023-07-21",438,3,"Good"
439,"2023-08-12","2023-08-12","Doro","host community member",33.7331777,9.9604853,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No","0","0","Unrelated Person","No",1,1,0,0,0,0,0,20,1,9.9604853,33.7331777,"2023-08-12",439,2,"Good"
440,"2023-04-24","2023-04-24","Doro","host community member",33.9256473,9.9341334,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,5,8,9.9341334,33.9256473,"2023-04-24",440,1,"Poor"
441,"2023-09-12","2023-09-12","Pamir","refugee",30.3508526,9.9054956,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,1,0,0,0,1,0,5,7,9.9054956,30.3508526,"2023-09-12",441,3,"Good"
442,"2023-06-05","2023-06-05","MAKPANDU","refugee",28.3899497,4.5707183,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,0,0,30,6,4.5707183,28.3899497,"2023-06-05",442,1,"Poor"
443,"2023-09-20","2023-09-20","Pamir","refugee",30.3585227,9.9109323,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,1,0,0,0,0,0,12,4,9.9109323,30.3585227,"2023-09-20",443,2,"Good"
444,"2023-06-26","2023-06-26","Yida","host community member",29.9770838,9.9163064,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,40,10,9.9163064,29.9770838,"2023-06-26",444,2,"Good"
445,"2023-06-27","2023-06-27","Yusuf Batil","refugee",33.5647232,9.970813,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59885,14,9.970813,33.5647232,"2023-06-27",445,3,"Good"
446,"2023-06-21","2023-06-21","Kaya","refugee",33.5920692,10.1094733,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Woodchips","Unrelated Person","No",1,1,0,0,1,0,0,0,14,10.1094733,33.5920692,"2023-06-21",446,3,"Good"
447,"2023-07-22","2023-07-22","Doro","host community member",33.8010296,9.9740846,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,1200,7,9.9740846,33.8010296,"2023-07-22",447,2,"Good"
448,"2023-08-11","2023-08-11","Doro","host community member",33.7099847,9.9566971,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,0,0,0,0,300,5,9.9566971,33.7099847,"2023-08-11",448,1,"Poor"
449,"2023-10-09","2023-10-09","Source Yubu","refugee",27.2575113,5.3844464,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,60,6,5.3844464,27.2575113,"2023-10-09",449,1,"Poor"
451,"2023-07-05","2023-07-05","Pamir","refugee",30.365606,9.9099374,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Build stove with bricks and/or mud","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,998,5,9.9099374,30.365606,"2023-07-05",451,3,"Good"
452,"2023-05-06","2023-05-06","Ajuong Thok","refugee",30.2822425,9.9655359,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,5,10,9.9655359,30.2822425,"2023-05-06",452,3,"Good"
453,"2023-05-26","2023-05-26","Doro","host community member",33.7028008,9.9556854,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Wood","Respondent or another HH member","Yes",1,0,0,1,1,0,0,240,6,9.9556854,33.7028008,"2023-05-26",453,2,"Good"
454,"2023-05-03","2023-05-03","Doro","host community member",33.8075994,9.9667587,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,3,7,9.9667587,33.8075994,"2023-05-03",454,2,"Good"
455,"2023-08-05","2023-08-05","Ajuong Thok","host community member",30.2934679,9.9297453,"Public Tap/Standpipe","Elsewhere","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,1,0,0,0,30,8,9.9297453,30.2934679,"2023-08-05",455,1,"Poor"
456,"2023-06-27","2023-06-27","Yusuf Batil","refugee",33.5648474,9.9684576,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59890,11,9.9684576,33.5648474,"2023-06-27",456,3,"Good"
457,"2023-07-26","2023-07-26","Pamir","refugee",30.3605614,9.9060539,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,5,7,9.9060539,30.3605614,"2023-07-26",457,4,"Good"
458,"2023-04-28","2023-04-28","Doro","host community member",33.8243491,9.9755897,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Woodchips","Respondent or another HH member","Yes",1,0,0,0,0,0,0,480,15,9.9755897,33.8243491,"2023-04-28",458,1,"Poor"
459,"2023-05-02","2023-05-02","Ajuong Thok","refugee",30.2818656,9.9714868,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,60,11,9.9714868,30.2818656,"2023-05-02",459,3,"Good"
461,"2023-05-08","2023-05-08","MAKPANDU","refugee",28.7005029,4.753825,"Tube Well/Borehole","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,60,1,4.753825,28.7005029,"2023-05-08",461,2,"Good"
462,"2023-08-26","2023-08-26","EZO","refugee",27.4502331,5.0236203,"Unprotected Dug Well","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,1,0,0,45,6,5.0236203,27.4502331,"2023-08-26",462,1,"Poor"
463,"2023-06-30","2023-06-30","Doro","host community member",33.8988399,9.9870268,"Rain Water Collection","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,1,4,9.9870268,33.8988399,"2023-06-30",463,2,"Good"
464,"2023-06-17","2023-06-17","Kaya","refugee",33.5892277,10.1065204,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,9,10.1065204,33.5892277,"2023-06-17",464,4,"Good"
465,"2023-06-05","2023-06-05","Yida","refugee",30.0966908,10.1052646,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,1800,9,10.1052646,30.0966908,"2023-06-05",465,2,"Good"
466,"2023-04-19","2023-04-19","Ajuong Thok","host community member",30.2877298,9.9315775,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,60,7,9.9315775,30.2877298,"2023-04-19",466,2,"Good"
467,"2023-07-24","2023-07-24","Doro","host community member",33.727556,9.9673619,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,9,9.9673619,33.727556,"2023-07-24",467,2,"Good"
468,"2023-05-24","2023-05-24","Yida","host community member",29.9592436,10.0040113,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,90,8,10.0040113,29.9592436,"2023-05-24",468,2,"Good"
469,"2023-05-27","2023-05-27","Ajuong Thok","refugee",30.2759358,9.9639272,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,5,9,9.9639272,30.2759358,"2023-05-27",469,3,"Good"
470,"2023-05-31","2023-05-31","Yida","host community member",29.923475,10.0500402,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,60,6,10.0500402,29.923475,"2023-05-31",470,1,"Poor"
471,"2023-07-13","2023-07-13","Yusuf Batil","refugee",33.5732566,9.9607402,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,3,9.9607402,33.5732566,"2023-07-13",471,3,"Good"
472,"2023-06-06","2023-06-06","Yida","refugee",30.0655749,10.1167308,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Moveable firepan","Wood","Unrelated Person","Yes",1,1,0,0,1,0,0,3,9,10.1167308,30.0655749,"2023-06-06",472,3,"Good"
474,"2023-09-02","2023-09-02","Doro","host community member",33.7038647,9.95602,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,1,0,3,10,9.95602,33.7038647,"2023-09-02",474,3,"Good"
475,"2023-07-18","2023-07-18","Doro","host community member",33.7423023,9.9652917,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,1,0,1,10,9.9652917,33.7423023,"2023-07-18",475,3,"Good"
476,"2023-05-29","2023-05-29","Kaya","refugee",33.5842577,10.0973673,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59882,6,10.0973673,33.5842577,"2023-05-29",476,2,"Good"
477,"2023-08-15","2023-08-15","Doro","host community member",33.7421578,9.9633845,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,3,9.9633845,33.7421578,"2023-08-15",477,2,"Good"
478,"2023-11-10","2023-11-10","GOROM","refugee",31.4439706,4.7598362,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,1,0,0,0,0,0,5,3,4.7598362,31.4439706,"2023-11-10",478,2,"Good"
479,"2023-06-22","2023-06-22","Ajuong Thok","refugee",30.2779618,9.9583401,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Respondent or another HH member","Yes",1,0,0,0,1,0,0,1118,7,9.9583401,30.2779618,"2023-06-22",479,2,"Good"
480,"2023-06-13","2023-06-13","Yusuf Batil","refugee",33.577011,9.9785019,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,1,0,0,0,0,0,0,5,9.9785019,33.577011,"2023-06-13",480,2,"Good"
481,"2023-06-01","2023-06-01","Kaya","refugee",33.5898499,10.0963257,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,90,3,10.0963257,33.5898499,"2023-06-01",481,2,"Good"
482,"2023-10-09","2023-10-09","Source Yubu","refugee",27.2556986,5.38817,"Unprotected Dug Well","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,30,6,5.38817,27.2556986,"2023-10-09",482,1,"Poor"
